Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
2266,Sri Lanka,West Indies,West Indies,33 runs,Colombo (RPS),6-Aug-05
2267,India,West Indies,India,7 runs,Colombo (RPS),7-Aug-05
2268,Sri Lanka,India,Sri Lanka,18 runs,Colombo (RPS),9-Aug-05
2269,Africa XI,Asia XI,Africa XI,2 runs,Centurion,17-Aug-05
2270,Africa XI,Asia XI,Asia XI,17 runs,Durban,20-Aug-05
2271,Africa XI,Asia XI,no result,,Durban,21-Aug-05
2272,Zimbabwe,New Zealand,New Zealand,192 runs,Bulawayo,24-Aug-05
2273,India,New Zealand,New Zealand,51 runs,Bulawayo,26-Aug-05
2274,Zimbabwe,India,India,161 runs,Harare,29-Aug-05
2275,Sri Lanka,Bangladesh,Sri Lanka,88 runs,Colombo (SSC),31-Aug-05
2276,Zimbabwe,New Zealand,New Zealand,27 runs,Harare,31-Aug-05
2277,Sri Lanka,Bangladesh,Sri Lanka,75 runs,Colombo (RPS),2-Sep-05
2278,India,New Zealand,India,6 wickets,Harare,2-Sep-05
2279,Sri Lanka,Bangladesh,Sri Lanka,6 wickets,Colombo (RPS),4-Sep-05
2280,Zimbabwe,India,India,4 wickets,Harare,4-Sep-05
2281,India,New Zealand,New Zealand,6 wickets,Harare,6-Sep-05
2282,Australia,ICC World XI,Australia,93 runs,Melbourne (Docklands),5-Oct-05
2283,Australia,ICC World XI,Australia,55 runs,Melbourne (Docklands),7-Oct-05
2284,Australia,ICC World XI,Australia,156 runs,Melbourne (Docklands),9-Oct-05
2285,South Africa,New Zealand,South Africa,2 wickets,Bloemfontein,23-Oct-05
2286,India,Sri Lanka,India,152 runs,Nagpur,25-Oct-05
2287,India,Sri Lanka,India,8 wickets,Mohali,28-Oct-05
2288,South Africa,New Zealand,South Africa,19 runs,Cape Town,28-Oct-05
2289,South Africa,New Zealand,South Africa,4 wickets,Port Elizabeth,30-Oct-05
2290,India,Sri Lanka,India,6 wickets,Jaipur,31-Oct-05
2291,India,Sri Lanka,India,4 wickets,Pune,3-Nov-05
2292,South Africa,New Zealand,no result,,Durban,4-Nov-05
2293,South Africa,New Zealand,South Africa,5 wickets,Centurion,6-Nov-05
2294,India,Sri Lanka,Sri Lanka,5 wickets,Ahmedabad,6-Nov-05
2295,India,Sri Lanka,India,7 wickets,Rajkot,9-Nov-05
2296,India,Sri Lanka,India,5 wickets,Vadodara,12-Nov-05
2297,India,South Africa,South Africa,5 wickets,Hyderabad (Deccan),16-Nov-05
2298,India,South Africa,India,6 wickets,Bengaluru,19-Nov-05
2299,India,South Africa,South Africa,10 wickets,Kolkata,25-Nov-05
2300,India,South Africa,India,5 wickets,Mumbai,28-Nov-05
2301,New Zealand,Australia,Australia,147 runs,Auckland,3-Dec-05
2302,New Zealand,Australia,Australia,2 runs,Wellington,7-Dec-05
2303,New Zealand,Australia,New Zealand,2 wickets,Christchurch,10-Dec-05
2304,Pakistan,England,England,42 runs,Lahore,10-Dec-05
2305,Pakistan,England,Pakistan,7 wickets,Lahore,12-Dec-05
2306,Pakistan,England,Pakistan,165 runs,Karachi,15-Dec-05
2307,Pakistan,England,Pakistan,13 runs,,19-Dec-05
2308,Pakistan,England,England,6 runs,Rawalpindi,21-Dec-05
2309,New Zealand,Sri Lanka,New Zealand,7 wickets,Queenstown,31-Dec-05
2310,New Zealand,Sri Lanka,New Zealand,5 wickets,Christchurch,3-Jan-06
2311,New Zealand,Sri Lanka,New Zealand,21 runs,Wellington,6-Jan-06
2312,New Zealand,Sri Lanka,Sri Lanka,20 runs,Napier,8-Jan-06
2313,Australia,Sri Lanka,Australia,116 runs,Melbourne (Docklands),13-Jan-06
2314,Australia,South Africa,South Africa,5 wickets,Brisbane,15-Jan-06
2315,South Africa,Sri Lanka,Sri Lanka,94 runs,Brisbane,17-Jan-06
2316,Australia,South Africa,Australia,59 runs,Melbourne (Docklands),
2317,Australia,Sri Lanka,Sri Lanka,51 runs,Sydney,22-Jan-06
2318,South Africa,Sri Lanka,South Africa,9 runs,Adelaide,24-Jan-06
2319,Australia,Sri Lanka,Australia,5 wickets,Adelaide,26-Jan-06
2320,Australia,Sri Lanka,Australia,6 wickets,Perth,29-Jan-06
2321,South Africa,Sri Lanka,South Africa,5 wickets,Perth,31-Jan-06
2322,Australia,South Africa,Australia,80 runs,Melbourne (Docklands),3-Feb-06
2323,Australia,South Africa,Australia,57 runs,Sydney,5-Feb-06
2324,Pakistan,India,Pakistan,7 runs,Peshawar,6-Feb-06
2325,South Africa,Sri Lanka,Sri Lanka,76 runs,Hobart,7-Feb-06
2326,Australia,Sri Lanka,,22 runs,Adelaide,10-Feb-06
2327,Pakistan,India,India,7 wickets,Rawalpindi,11-Feb-06
2328,Australia,Sri Lanka,Australia,167 runs,Sydney,12-Feb-06
2329,Pakistan,India,India,5 wickets,Lahore,13-Feb-06
2330,Australia,Sri Lanka,Australia,9 wickets,Brisbane,14-Feb-06
2331,Pakistan,India,India,5 wickets,Multan,16-Feb-06
2332,New Zealand,West Indies,New Zealand,81 runs,Wellington,18-Feb-06
2333,Pakistan,India,India,8 wickets,Karachi,19-Feb-06
2334,Bangladesh,Sri Lanka,Sri Lanka,5 wickets,Bogra,
2335,New Zealand,West Indies,New Zealand,3 wickets,Queenstown,22-Feb-06
2336,Bangladesh,Sri Lanka,Bangladesh,4 wickets,Bogra,22-Feb-06
2337,New Zealand,West Indies,New Zealand,21 runs,Christchurch,25-Feb-06
2338,Bangladesh,Sri Lanka,Sri Lanka,78 runs,Chittagong,25-Feb-06
2339,Zimbabwe,Kenya,Zimbabwe,8 wickets,Bulawayo,25-Feb-06
2340,Zimbabwe,Kenya,Kenya,79 runs,Bulawayo,26-Feb-06
2341,South Africa,Australia,,6 wickets,Centurion,26-Feb-06
2342,New Zealand,West Indies,New Zealand,91 runs,Napier,1-Mar-06
2343,Zimbabwe,Kenya,Kenya,65 runs,Harare,1-Mar-06
2344,Zimbabwe,Kenya,Zimbabwe,109 runs,Harare,3-Mar-06
2345,South Africa,Australia,South Africa,196 runs,Cape Town,
2346,New Zealand,West Indies,West Indies,3 wickets,Auckland,4-Mar-06
2347,South Africa,Australia,Australia,24 runs,Port Elizabeth,5-Mar-06
2348,South Africa,Australia,,1 wicket,Durban,10-Mar-06
2349,South Africa,Australia,South Africa,1 wicket,Johannesburg,12-Mar-06
2350,Bangladesh,Kenya,,131 runs,Bogra,17-Mar-06
2351,Sri Lanka,Pakistan,no result,,Colombo (RPS),17-Mar-06
2352,Sri Lanka,Pakistan,Pakistan,4 wickets,Colombo (RPS),19-Mar-06
2353,Bangladesh,Kenya,Bangladesh,9 wickets,Khulna,20-Mar-06
2354,Sri Lanka,Pakistan,Pakistan,4 wickets,Colombo (SSC),22-Mar-06
2355,Bangladesh,Kenya,Bangladesh,20 runs,Fatullah,23-Mar-06
2356,Bangladesh,Kenya,Bangladesh,7 wickets,Fatullah,25-Mar-06
2357,India,England,India,39 runs,Delhi,28-Mar-06
2358,India,England,India,4 wickets,Faridabad,31-Mar-06
2359,India,England,India,49 runs,Margao,3-Apr-06
2360,India,England,India,4 wickets,Kochi,6-Apr-06
2361,India,England,England,5 wickets,Jamshedpur,12-Apr-06
2362,India,England,India,7 wickets,Indore,15-Apr-06
2363,India,Pakistan,Pakistan,6 wickets,Abu Dhabi,18-Apr-06
2364,India,Pakistan,India,51 runs,Abu Dhabi,19-Apr-06
2365,Bangladesh,Australia,Australia,4 wickets,Chittagong,23-Apr-06
2366,Bangladesh,Australia,Australia,67 runs,Fatullah,26-Apr-06
2367,Bangladesh,Australia,Australia,9 wickets,Fatullah,28-Apr-06
2368,West Indies,Zimbabwe,West Indies,5 wickets,St John's,29-Apr-06
2369,West Indies,Zimbabwe,West Indies,98 runs,St John's,30-Apr-06
2370,West Indies,Zimbabwe,West Indies,82 runs,Georgetown,
2371,West Indies,Zimbabwe,West Indies,10 wickets,Gros Islet,10-May-06
2372,West Indies,Zimbabwe,no result,,Port of Spain,13-May-06
2373,West Indies,Zimbabwe,West Indies,104 runs,Port of Spain,14-May-06
2374,Canada,Zimbabwe,Zimbabwe,143 runs,Port of Spain,16-May-06
2375,Bermuda,Canada,Bermuda,3 wickets,Port of Spain,17-May-06
2376,Bermuda,Zimbabwe,Zimbabwe,194 runs,Port of Spain,18-May-06
2377,West Indies,India,India,5 wickets,Kingston,18-May-06
2378,Bermuda,Zimbabwe,,83 runs,Port of Spain,20-May-06
2379,West Indies,India,West Indies,1 run,Kingston,20-May-06
2380,West Indies,India,West Indies,4 wickets,Basseterre,23-May-06
2381,West Indies,India,West Indies,6 wickets,Port of Spain,26-May-06
2382,West Indies,India,West Indies,19 runs,Port of Spain,28-May-06
2383,Ireland,England,England,38 runs,Belfast,
2384,England,Sri Lanka,Sri Lanka,20 runs,Lord's,17-Jun-06
2385,England,Sri Lanka,Sri Lanka,46 runs,The Oval,20-Jun-06
2386,England,Sri Lanka,Sri Lanka,8 wickets,Chester-le-Street,24-Jun-06
2387,Scotland,Pakistan,Pakistan,5 wickets,Edinburgh,27-Jun-06
2388,England,Sri Lanka,Sri Lanka,33 runs,Manchester,28-Jun-06
2389,England,Sri Lanka,Sri Lanka,,Leeds,1-Jul-06
2390,Netherlands,Sri Lanka,Sri Lanka,195 runs,Amstelveen,4-Jul-06
2391,Netherlands,Sri Lanka,Sri Lanka,55 runs,Amstelveen,6-Jul-06
2392,Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,
2393,Zimbabwe,Bangladesh,Bangladesh,62 runs,Harare,30-Jul-06
2394,Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,2-Aug-06
2395,Zimbabwe,Bangladesh,,7 wickets,Harare,4-Aug-06
2396,Scotland,Ireland,Ireland,85 runs,Ayr,5-Aug-06
2397,Canada,Kenya,Kenya,108 runs,Toronto,5-Aug-06
2398,Zimbabwe,Bangladesh,Bangladesh,8 wickets,Harare,6-Aug-06
2399,Scotland,Netherlands,Scotland,4 wickets,Ayr,6-Aug-06
2400,Canada,Kenya,Kenya,5 wickets,Toronto,6-Aug-06
2401,Ireland,Netherlands,no result,,Ayr,8-Aug-06
2402,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym),12-Aug-06
2403,Kenya,Bangladesh,Bangladesh,2 wickets,Nairobi (Gym),13-Aug-06
2404,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym),
2405,Sri Lanka,India,no result,,Colombo (SSC),"Aug 18-19, 2006"
2406,Canada,Bermuda,Bermuda,6 wickets,Toronto,19-Aug-06
2407,Canada,Bermuda,Bermuda,11 runs,Toronto,21-Aug-06
2408,England,Pakistan,no result,,Cardiff,30-Aug-06
2409,England,Pakistan,Pakistan,7 wickets,Lord's,2-Sep-06
2410,England,Pakistan,Pakistan,2 wickets,Southampton,5-Sep-06
2411,England,Pakistan,England,,Nottingham,8-Sep-06
2412,England,Pakistan,England,3 wickets,Birmingham,10-Sep-06
2413,Australia,West Indies,Australia,78 runs,Kuala Lumpur,12-Sep-06
2414,India,West Indies,West Indies,29 runs,Kuala Lumpur,14-Sep-06
2415,South Africa,Zimbabwe,South Africa,5 wickets,Bloemfontein,15-Sep-06
2416,Australia,India,no result,,Kuala Lumpur,16-Sep-06
2417,Australia,West Indies,West Indies,3 wickets,Kuala Lumpur,18-Sep-06
2418,South Africa,Zimbabwe,South Africa,6 wickets,East London,18-Sep-06
2419,India,West Indies,India,16 runs,Kuala Lumpur,20-Sep-06
2420,South Africa,Zimbabwe,South Africa,171 runs,Potchefstroom,20-Sep-06
2421,Australia,India,Australia,18 runs,Kuala Lumpur,22-Sep-06
2422,Australia,West Indies,Australia,127 runs,Kuala Lumpur,24-Sep-06
2423,Bangladesh,Sri Lanka,Sri Lanka,37 runs,Mohali,7-Oct-06
2424,West Indies,Zimbabwe,West Indies,9 wickets,Ahmedabad,8-Oct-06
2425,Sri Lanka,Zimbabwe,Sri Lanka,144 runs,Ahmedabad,10-Oct-06
2426,Bangladesh,West Indies,West Indies,10 wickets,Jaipur,11-Oct-06
2427,Bangladesh,Zimbabwe,Bangladesh,101 runs,Jaipur,13-Oct-06
2428,Sri Lanka,West Indies,Sri Lanka,9 wickets,Mumbai (BS),
2429,India,England,India,4 wickets,Jaipur,15-Oct-06
2430,New Zealand,South Africa,New Zealand,87 runs,Mumbai (BS),16-Oct-06
2431,Pakistan,Sri Lanka,Pakistan,4 wickets,Jaipur,17-Oct-06
2432,Australia,West Indies,West Indies,10 runs,Mumbai (BS),18-Oct-06
2433,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Mumbai (BS),20-Oct-06
2434,Australia,England,Australia,6 wickets,Jaipur,21-Oct-06
2435,South Africa,Sri Lanka,South Africa,78 runs,Ahmedabad,24-Oct-06
2436,New Zealand,Pakistan,New Zealand,51 runs,Mohali,25-Oct-06
2437,India,West Indies,West Indies,3 wickets,Ahmedabad,26-Oct-06
2438,Pakistan,South Africa,South Africa,124 runs,Mohali,27-Oct-06
2439,England,West Indies,England,3 wickets,Ahmedabad,28-Oct-06
2440,India,Australia,Australia,6 wickets,Mohali,29-Oct-06
2441,Australia,New Zealand,Australia,,Mohali,
2442,South Africa,West Indies,West Indies,6 wickets,Jaipur,2-Nov-06
2443,Australia,West Indies,Australia,8 wickets,Mumbai (BS),5-Nov-06
2444,Kenya,Bermuda,Kenya,79 runs,Mombasa,11-Nov-06
2445,Kenya,Bermuda,Kenya,7 wickets,Mombasa,
2446,Kenya,Bermuda,Kenya,,Mombasa,14-Nov-06
2447,South Africa,India,South Africa,157 runs,Durban,22-Nov-06
2448,Canada,Netherlands,Netherlands,17 runs,Potchefstroom,26-Nov-06
2449,South Africa,India,South Africa,106 runs,Cape Town,26-Nov-06
2450,Bermuda,Canada,Canada,5 wickets,Potchefstroom,
2451,Bermuda,Netherlands,Netherlands,8 wickets,Potchefstroom,28-Nov-06
2452,South Africa,India,South Africa,80 runs,Port Elizabeth,29-Nov-06
2453,Bangladesh,Zimbabwe,Bangladesh,,Khulna,30-Nov-06
2454,Bermuda,Canada,Canada,3 wickets,Benoni,30-Nov-06
2455,Canada,Netherlands,Netherlands,1 wicket,Benoni,1-Dec-06
2456,Bermuda,Netherlands,Bermuda,,Benoni,2-Dec-06
2457,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Bogra,3-Dec-06
2458,South Africa,India,South Africa,9 wickets,Centurion,3-Dec-06
2459,Bangladesh,Zimbabwe,Bangladesh,26 runs,Bogra,5-Dec-06
2460,Pakistan,West Indies,Pakistan,2 wickets,Faisalabad,7-Dec-06
2461,Bangladesh,Zimbabwe,,8 wickets,Dhaka,8-Dec-06
2462,Bangladesh,Zimbabwe,Bangladesh,3 wickets,Dhaka,9-Dec-06
2463,Pakistan,West Indies,Pakistan,7 wickets,Lahore,10-Dec-06
2464,Pakistan,West Indies,West Indies,7 wickets,Multan,
2465,Bangladesh,Scotland,Bangladesh,6 wickets,Chittagong,15-Dec-06
2466,Pakistan,West Indies,Pakistan,7 wickets,Karachi,16-Dec-06
2467,Bangladesh,Scotland,Bangladesh,146 runs,Dhaka,17-Dec-06
2468,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Napier,28-Dec-06
2469,New Zealand,Sri Lanka,New Zealand,1 wicket,Queenstown,31-Dec-06
2470,New Zealand,Sri Lanka,New Zealand,,Christchurch,2-Jan-07
2471,New Zealand,Sri Lanka,Sri Lanka,189 runs,Auckland,6-Jan-07
2472,New Zealand,Sri Lanka,no result,,Hamilton,9-Jan-07
2473,Australia,England,Australia,8 wickets,Melbourne,12-Jan-07
2474,Australia,New Zealand,Australia,105 runs,Hobart,14-Jan-07
2475,England,New Zealand,England,3 wickets,Hobart,16-Jan-07
2476,Kenya,Scotland,Kenya,190 runs,Mombasa,17-Jan-07
2477,Canada,Scotland,Scotland,2 wickets,Mombasa,18-Jan-07
2478,Australia,England,Australia,4 wickets,Brisbane,
2479,Australia,New Zealand,Australia,2 wickets,Sydney,21-Jan-07
2480,India,West Indies,India,14 runs,Nagpur,21-Jan-07
2481,Kenya,Scotland,Kenya,6 runs,Mombasa,21-Jan-07
2482,England,New Zealand,New Zealand,90 runs,Adelaide,23-Jan-07
2483,Canada,Scotland,Scotland,2 wickets,Mombasa,23-Jan-07
2484,Kenya,Canada,Canada,69 runs,Mombasa,24-Jan-07
2485,India,West Indies,India,20 runs,,24-Jan-07
2486,Australia,England,Australia,9 wickets,,26-Jan-07
2487,India,West Indies,West Indies,3 wickets,Chennai,27-Jan-07
2488,Australia,New Zealand,Australia,8 runs,Perth,28-Jan-07
2489,Kenya,Bermuda,Kenya,10 wickets,Nairobi (Jaff),29-Jan-07
2490,England,New Zealand,New Zealand,58 runs,Perth,
2491,Canada,Netherlands,Netherlands,8 wickets,Nairobi (Ruaraka),30-Jan-07
2492,Ireland,Scotland,Scotland,3 wickets,Nairobi (Gym),30-Jan-07
2493,India,West Indies,India,160 runs,Vadodara,31-Jan-07
2494,Bermuda,Ireland,Ireland,4 wickets,Nairobi (Jaff),31-Jan-07
2495,Canada,Scotland,Scotland,7 runs,Nairobi (Ruaraka),31-Jan-07
2496,Kenya,Netherlands,Kenya,7 wickets,Nairobi (Gym),31-Jan-07
2497,Australia,England,England,92 runs,Sydney,2-Feb-07
2498,Bermuda,Canada,Canada,56 runs,Nairobi (Gym),2-Feb-07
2499,Kenya,Ireland,Kenya,1 wicket,Nairobi (Ruaraka),
2500,Netherlands,Scotland,Scotland,2 runs,Nairobi (Jaff),2-Feb-07
2501,Australia,New Zealand,Australia,5 wickets,Melbourne,4-Feb-07
2502,Bermuda,Netherlands,Netherlands,8 wickets,Nairobi (Ruaraka),4-Feb-07
2503,Canada,Ireland,Canada,6 wickets,Nairobi (Jaff),4-Feb-07
2504,Kenya,Scotland,Scotland,77 runs,Nairobi (Gym),4-Feb-07
2505,Zimbabwe,Bangladesh,Bangladesh,45 runs,Harare,4-Feb-07
2506,South Africa,Pakistan,South Africa,164 runs,Centurion,4-Feb-07
2507,Bermuda,Scotland,Bermuda,5 wickets,Nairobi (Ruaraka),5-Feb-07
2508,Kenya,Canada,Kenya,158 runs,,5-Feb-07
2509,Ireland,Netherlands,Netherlands,6 runs,Nairobi (Gym),5-Feb-07
2510,England,New Zealand,England,14 runs,Brisbane,6-Feb-07
2511,Zimbabwe,Bangladesh,Zimbabwe,8 wickets,Harare,6-Feb-07
2512,Kenya,Scotland,Kenya,8 wickets,Nairobi (Gym),7-Feb-07
2513,South Africa,Pakistan,Pakistan,141 runs,Durban,7-Feb-07
2514,India,Sri Lanka,no result,,Kolkata,8-Feb-07
2515,Australia,England,England,4 wickets,Melbourne,9-Feb-07
2516,Zimbabwe,Bangladesh,Bangladesh,14 runs,Harare,9-Feb-07
2517,South Africa,Pakistan,no result,,Port Elizabeth,9-Feb-07
2518,Zimbabwe,Bangladesh,Bangladesh,1 wicket,Harare,10-Feb-07
2519,Australia,England,England,34 runs,Sydney,11-Feb-07
2520,India,Sri Lanka,Sri Lanka,5 runs,Rajkot,11-Feb-07
2521,South Africa,Pakistan,,10 wickets,Cape Town,11-Feb-07
2522,India,Sri Lanka,India,5 wickets,Margao,14-Feb-07
2523,South Africa,Pakistan,South Africa,9 wickets,Johannesburg,14-Feb-07
2524,New Zealand,Australia,New Zealand,10 wickets,Wellington,16-Feb-07
2525,India,Sri Lanka,India,7 wickets,Visakhapatnam,17-Feb-07
2526,New Zealand,Australia,New Zealand,5 wickets,Auckland,18-Feb-07
2527,New Zealand,Australia,New Zealand,1 wicket,Hamilton,20-Feb-07
2528,Bangladesh,Bermuda,Bangladesh,8 wickets,St John's,25-Feb-07
2529,Bermuda,Canada,Canada,3 wickets,St John's,26-Feb-07
2530,Bangladesh,Canada,Bangladesh,13 runs,St John's,28-Feb-07
2531,West Indies,Pakistan,West Indies,54 runs,Kingston,13-Mar-07
2532,Australia,Scotland,Australia,203 runs,Basseterre,14-Mar-07
2533,Canada,Kenya,Kenya,7 wickets,Gros Islet,14-Mar-07
2534,Bermuda,Sri Lanka,Sri Lanka,243 runs,Port of Spain,15-Mar-07
2535,Ireland,Zimbabwe,tied,,Kingston,15-Mar-07
2536,England,New Zealand,New Zealand,6 wickets,Gros Islet,16-Mar-07
2537,Netherlands,South Africa,South Africa,221 runs,Basseterre,16-Mar-07
2538,Bangladesh,India,Bangladesh,5 wickets,Port of Spain,17-Mar-07
2539,Ireland,Pakistan,Ireland,3 wickets,Kingston,17-Mar-07
2540,Australia,Netherlands,Australia,229 runs,Basseterre,18-Mar-07
2541,Canada,England,England,51 runs,Gros Islet,18-Mar-07
2542,Bermuda,India,India,257 runs,Port of Spain,19-Mar-07
2543,West Indies,Zimbabwe,West Indies,6 wickets,Kingston,19-Mar-07
2544,Kenya,,New Zealand,148 runs,Gros Islet,20-Mar-07
2545,Scotland,South Africa,South Africa,7 wickets,Basseterre,20-Mar-07
2546,Bangladesh,Sri Lanka,Sri Lanka,198 runs,Port of Spain,21-Mar-07
2547,Pakistan,Zimbabwe,Pakistan,93 runs,Kingston,21-Mar-07
2548,Canada,New Zealand,New Zealand,114 runs,Gros Islet,
2549,Netherlands,Scotland,Netherlands,8 wickets,Basseterre,22-Mar-07
2550,India,Sri Lanka,Sri Lanka,69 runs,Port of Spain,23-Mar-07
2551,West Indies,Ireland,West Indies,8 wickets,Kingston,23-Mar-07
2552,Australia,South Africa,Australia,83 runs,Basseterre,24-Mar-07
2553,England,Kenya,England,7 wickets,Gros Islet,24-Mar-07
2554,Bangladesh,Bermuda,Bangladesh,7 wickets,Port of Spain,25-Mar-07
2555,West Indies,Australia,Australia,103 runs,North Sound,"Mar 27-28, 2007"
2556,South Africa,Sri Lanka,South Africa,1 wicket,Providence,28-Mar-07
2557,West Indies,New Zealand,New Zealand,7 wickets,North Sound,29-Mar-07
2558,England,Ireland,England,48 runs,Providence,30-Mar-07
2559,Australia,Bangladesh,Australia,10 wickets,North Sound,31-Mar-07
2560,West Indies,Sri Lanka,Sri Lanka,113 runs,Providence,1-Apr-07
2561,Bangladesh,New Zealand,New Zealand,9 wickets,North Sound,2-Apr-07
2562,Ireland,South Africa,South Africa,7 wickets,Providence,3-Apr-07
2563,England,Sri Lanka,Sri Lanka,2 runs,North Sound,4-Apr-07
2564,Bangladesh,South Africa,Bangladesh,67 runs,Providence,7-Apr-07
2565,Australia,England,Australia,7 wickets,North Sound,8-Apr-07
2566,Ireland,New Zealand,New Zealand,129 runs,Providence,9-Apr-07
2567,West Indies,South Africa,South Africa,67 runs,St George's,10-Apr-07
2568,Bangladesh,,England,4 wickets,Bridgetown,11-Apr-07
2569,New Zealand,Sri Lanka,Sri Lanka,6 wickets,St George's,12-Apr-07
2570,Australia,Ireland,Australia,9 wickets,Bridgetown,13-Apr-07
2571,New Zealand,South Africa,New Zealand,5 wickets,St George's,14-Apr-07
2572,Bangladesh,Ireland,Ireland,74 runs,Bridgetown,
2573,Australia,Sri Lanka,Australia,7 wickets,St George's,16-Apr-07
2574,England,South Africa,South Africa,9 wickets,Bridgetown,17-Apr-07
2575,Ireland,Sri Lanka,Sri Lanka,8 wickets,St George's,18-Apr-07
2576,West Indies,Bangladesh,West Indies,99 runs,Bridgetown,19-Apr-07
2577,Australia,New Zealand,Australia,215 runs,St George's,20-Apr-07
2578,West Indies,England,England,1 wicket,Bridgetown,21-Apr-07
2579,New Zealand,Sri Lanka,Sri Lanka,81 runs,Kingston,24-Apr-07
2580,Australia,South Africa,Australia,7 wickets,Gros Islet,25-Apr-07
2581,Australia,Sri Lanka,Australia,53 runs,Bridgetown,28-Apr-07
2582,Bangladesh,India,India,5 wickets,Dhaka,10-May-07
2583,Bangladesh,India,India,46 runs,Dhaka,12-May-07
2584,Pakistan,Sri Lanka,Pakistan,5 wickets,Abu Dhabi,18-May-07
2585,Pakistan,Sri Lanka,Pakistan,98 runs,Abu Dhabi,20-May-07
2586,Pakistan,Sri Lanka,Sri Lanka,115 runs,Abu Dhabi,22-May-07
2587,Africa XI,Asia XI,Asia XI,34 runs,Bengaluru,6-Jun-07
2588,Africa XI,Asia XI,Asia XI,31 runs,Chennai,9-Jun-07
2589,Africa XI,Asia XI,Asia XI,13 runs,Chennai,10-Jun-07
2590,Ireland,India,India,9 wickets,Belfast,23-Jun-07
2591,Ireland,South Africa,South Africa,42 runs,Belfast,24-Jun-07
2592,India,South Africa,South Africa,4 wickets,Belfast,26-Jun-07
2593,India,South Africa,India,6 wickets,Belfast,29-Jun-07
2594,England,West Indies,,79 runs,Lord's,1-Jul-07
2595,India,South Africa,India,6 wickets,Belfast,1-Jul-07
2596,Canada,Netherlands,Netherlands,117 runs,Toronto,3-Jul-07
2597,England,West Indies,West Indies,61 runs,Birmingham,4-Jul-07
2598,England,West Indies,West Indies,93 runs,Nottingham,7-Jul-07
2599,Netherlands,West Indies,West Indies,10 wickets,Dublin,
2600,Ireland,Netherlands,Ireland,1 run,Belfast,11-Jul-07
2601,Scotland,West Indies,West Indies,4 wickets,Dublin,12-Jul-07
2602,Netherlands,Scotland,,,Belfast,13-Jul-07
2603,Ireland,West Indies,no result,,Dublin,14-Jul-07
2604,Ireland,Scotland,Ireland,23 runs,Belfast,15-Jul-07
2605,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (PSS),
2606,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Colombo (RPS),23-Jul-07
